"date","store","seller","product","unit_price","quantity","client_age","client_gender","payment_mode","total_amount"
2023-05-27,"Marseille Vieux-Port","Seller_5","Smartphone",499.87,1,24,"F","Card",499.87
2024-09-06,"Paris Centre","Seller_24","Earbuds",324.21,3,20,"M","Card",972.63
2023-10-21,"Toulouse Capitole","Seller_19","Smartphone",915.93,1,48,"F","Card",915.93
2024-12-06,"Lyon Part-Dieu","Seller_11","Laptop",1164,2,30,"M","Card",2328
2024-03-22,"Paris Centre","Seller_11","Earbuds",1448.5,2,20,"F","Card",2897
2023-03-20,"Toulouse Capitole","Seller_4","Laptop",252.77,2,34,NA,"Card",505.54
2024-06-19,"Lyon Part-Dieu","Seller_13","Accessories",85.55,1,34,"F","Cash",85.55
2023-10-02,"Toulouse Capitole","Seller_9","Smartphone",612.03,2,19,"M","Card",1224.06
2023-11-03,"Paris Centre","Seller_9","Laptop",1130.71,1,52,"M","Cash",1130.71
2024-06-16,"Lyon Part-Dieu","Seller_23","Smartphone",445.31,2,19,"M","Card",890.62
2024-08-25,"Lyon Part-Dieu","Seller_22","Laptop",926.63,1,41,"F","Card",926.63
2023-02-17,"Nice Promenade","Seller_3","Laptop",1174.01,2,46,"M","Card",2348.02
2023-10-20,"Nice Promenade","Seller_9","Smartphone",438.34,1,36,"F","Card",438.34
2023-04-16,"Toulouse Capitole","Seller_9","Laptop",150.39,1,16,"M","Card",150.39
2023-04-10,"Marseille Vieux-Port","Seller_6","Laptop",921.51,1,29,"M","Card",921.51
2023-06-30,"Toulouse Capitole","Seller_18","Laptop",367.78,2,16,"F","Card",735.56
2024-12-03,"Marseille Vieux-Port","Seller_15","Smartphone",1150.27,1,29,"M","Card",1150.27
2023-11-17,"Lyon Part-Dieu","Seller_15","Smartphone",1496.74,1,41,"M","Card",1496.74
2023-12-28,"Nice Promenade","Seller_12","Laptop",996.5,2,16,"F","Check",1993
2024-01-30,"Paris Centre","Seller_9","Smartphone",1229.17,1,34,"F","Card",1229.17
2024-12-21,"Marseille Vieux-Port","Seller_23","Laptop",1366.04,1,47,"F","Cash",1366.04
2024-08-05,"Lyon Part-Dieu","Seller_9","Tablet",1030.32,1,27,"F","",1030.32
2023-10-06,"Lyon Part-Dieu","Seller_9","Tablet",1434.83,1,25,"F","",1434.83
2024-10-13,"Marseille Vieux-Port","Seller_9","Earbuds",1063.21,1,34,"F","Check",1063.21
2024-12-27,"Paris Centre","Seller_22","Tablet",743.76,2,44,"M","Card",1487.52
2024-02-22,"Toulouse Capitole","Seller_8","Earbuds",1138.27,1,56,"F","Cash",1138.27
2024-12-24,"Nice Promenade","Seller_4","Tablet",725.68,4,44,"F","Card",2902.72
2024-08-29,"Toulouse Capitole","Seller_9","Smartphone",128.6,2,22,"M","Card",257.2
2023-01-11,"Paris Centre","Seller_18","Tablet",620.2,1,33,"M","Card",620.2
2023-10-18,"Nice Promenade","Seller_16","Earbuds",766.07,2,48,"M","Check",1532.14
2023-04-18,"Lyon Part-Dieu","Seller_24","Laptop",793.65,1,41,"F","Check",793.65
2023-11-28,"Marseille Vieux-Port","Seller_2","Laptop",1286.17,2,20,"F","Check",2572.34
2023-07-28,"Marseille Vieux-Port","Seller_19","Tablet",1185.01,1,40,"M","Check",1185.01
2023-08-24,"Lyon Part-Dieu","Seller_23","Smartphone",795.8,4,33,"F","Card",3183.2
2023-07-16,"Paris Centre","Seller_17","Smartphone",1300.18,2,48,"M","Card",2600.36
2024-03-21,"Marseille Vieux-Port","Seller_8","Tablet",590.24,1,26,"F","Card",590.24
2024-12-12,"Nice Promenade","Seller_11","Tablet",361.13,3,30,"F","Card",1083.39
2023-08-13,"Paris Centre","Seller_22","Tablet",1311.85,2,45,"F","Card",2623.7
2024-11-01,"Toulouse Capitole","Seller_23","Tablet",777.79,1,49,"F","Cash",777.79
2023-12-03,"Paris Centre","Seller_14","Earbuds",670.8,1,48,"M","Card",670.8
2023-04-22,"Nice Promenade","Seller_10","Smartphone",545.57,3,33,"M","Card",1636.71
2024-05-31,"Marseille Vieux-Port","Seller_7","Smartphone",1392.26,1,34,"F","",1392.26
2024-06-06,"Paris Centre","Seller_15","Smartwatch",512.82,1,37,"M","Card",512.82
2024-11-06,"Toulouse Capitole","Seller_14","Laptop",1455.4,1,18,"M","Card",1455.4
2024-11-10,"Toulouse Capitole","Seller_22","Earbuds",1182.89,2,38,"F","Card",2365.78
2023-01-06,"Paris Centre","Seller_20","Earbuds",1439.75,1,40,"F","Cash",1439.75
2024-01-17,"Toulouse Capitole","Seller_6","Laptop",1387.27,1,34,"F","Card",1387.27
2024-02-10,"Toulouse Capitole","Seller_15","Laptop",1340.3,1,28,"F","Card",1340.3
2024-10-04,"Toulouse Capitole","Seller_9","Smartphone",1196.12,1,26,"M","Card",1196.12
2023-04-12,"Nice Promenade","Seller_25","Smartwatch",494.55,2,24,"M","Card",989.1
2023-06-13,"Toulouse Capitole","Seller_21","Earbuds",1096.09,2,40,"M","Card",2192.18
2023-05-30,"Toulouse Capitole","Seller_6","Tablet",519.18,2,36,"M","Cash",1038.36
2023-09-22,"Nice Promenade","Seller_20","Smartphone",128.12,3,22,"F","Card",384.36
2024-11-26,"Paris Centre","Seller_23","Smartphone",333.74,3,36,"F","Check",1001.22
2023-01-05,"Paris Centre","Seller_1","Tablet",812.8,1,16,"F","Card",812.8
2023-02-03,"Toulouse Capitole","Seller_23","Earbuds",577.84,1,32,NA,"Card",577.84
2023-06-11,"Toulouse Capitole","Seller_16","Laptop",119.37,1,52,"F","Card",119.37
2024-01-20,"Lyon Part-Dieu","Seller_9","Tablet",802.65,3,52,"M","Card",2407.95
2023-10-21,"Toulouse Capitole","Seller_14","Earbuds",885.41,1,42,"F","Card",885.41
2023-10-02,"Marseille Vieux-Port","Seller_16","Laptop",NA,3,38,"M","",NA
2023-09-20,"Paris Centre","Seller_14","Laptop",212.61,1,26,"M","Card",212.61
2023-11-14,"Lyon Part-Dieu","Seller_16","Earbuds",796.49,1,32,"F","Card",796.49
2024-01-04,"Paris Centre","Seller_3","Laptop",1304.52,2,44,NA,"Card",2609.04
2024-01-18,"Marseille Vieux-Port","Seller_22","Laptop",855.34,4,66,"F","Card",3421.36
2024-10-09,"Paris Centre","Seller_16","Tablet",965.18,1,28,"M","Card",965.18
2024-04-12,"Nice Promenade","Seller_24","Smartphone",237.26,1,56,"M","Card",237.26
2023-10-25,"Lyon Part-Dieu","Seller_13","Smartphone",1033.11,2,37,"F","Card",2066.22
2023-07-29,"Toulouse Capitole","Seller_12","Smartwatch",1077.83,1,16,"M","Card",1077.83
2024-09-14,"Nice Promenade","Seller_21","Earbuds",62.6,1,52,"F","Card",62.6
2024-07-31,"Toulouse Capitole","Seller_24","Tablet",1128.47,1,34,"M","Card",1128.47
2024-11-08,"Lyon Part-Dieu","Seller_24","Smartwatch",212.05,2,17,"F","",424.1
2023-10-05,"Nice Promenade","Seller_14","Laptop",488.01,1,29,"M","",488.01
2023-08-31,"Lyon Part-Dieu","Seller_20","Smartphone",881.6,1,39,"M","Card",881.6
2023-05-15,"Paris Centre","Seller_2","Laptop",1204.34,2,38,"M","Card",2408.68
2024-05-08,"Toulouse Capitole","Seller_12","Smartphone",847.43,1,48,"F","Cash",847.43
2023-11-17,"Lyon Part-Dieu","Seller_19","Smartphone",1195.23,1,52,"M","Card",1195.23
2023-07-02,"Lyon Part-Dieu","Seller_13","Smartphone",135.67,1,38,"M","Card",135.67
2024-01-28,"Lyon Part-Dieu","Seller_8","Smartwatch",425.85,1,40,"F","Card",425.85
2024-06-10,"Marseille Vieux-Port","Seller_11","Smartphone",1110.46,1,37,"M","Card",1110.46
2024-09-05,"Marseille Vieux-Port","Seller_13","Laptop",1225.13,3,24,"F","Card",3675.39
2024-12-31,"Marseille Vieux-Port","Seller_21","Tablet",1181.58,1,45,"F","Card",1181.58
2023-04-05,"Marseille Vieux-Port","Seller_19","Smartphone",136.37,1,53,"M","Card",136.37
2023-02-14,"Lyon Part-Dieu","Seller_16","Earbuds",532.28,1,28,"F","Card",532.28
2024-08-17,"Marseille Vieux-Port","Seller_24","Smartphone",964.45,1,43,"F","Check",964.45
2024-08-20,"Marseille Vieux-Port","Seller_17","Smartphone",1375.1,2,27,"F","Card",2750.2
2023-05-31,"Marseille Vieux-Port","Seller_22","Laptop",684.99,4,35,"F","Card",2739.96
2024-12-30,"Nice Promenade","Seller_7","Tablet",1205.02,2,51,"M","Card",2410.04
2023-12-22,"Lyon Part-Dieu","Seller_12","Laptop",1151.16,1,28,"F","Card",1151.16
2023-12-26,"Toulouse Capitole","Seller_1","Smartwatch",251.64,1,26,"F","Card",251.64
2023-11-16,"Toulouse Capitole","Seller_10","Tablet",772.62,1,16,"F","Card",772.62
2023-03-14,"Paris Centre","Seller_3","Smartphone",614.58,2,47,"F","Card",1229.16
2023-01-29,"Toulouse Capitole","Seller_15","Laptop",995.38,2,29,"M","Card",1990.76
2024-11-14,"Nice Promenade","Seller_11","Earbuds",823.61,2,23,"F","Card",1647.22
2023-09-01,"Lyon Part-Dieu","Seller_17","Laptop",668.68,1,31,"M","Card",668.68
2023-09-22,"Toulouse Capitole","Seller_20","Smartwatch",853.24,1,64,"F","Card",853.24
2023-09-15,"Marseille Vieux-Port","Seller_6","Smartphone",233.09,1,19,"F","Card",233.09
2023-10-19,"Toulouse Capitole","Seller_22","Smartphone",475.95,1,25,"M","Card",475.95
2023-11-01,"Nice Promenade","Seller_24","Smartphone",1118.91,1,18,"M","Card",1118.91
2024-05-15,"Toulouse Capitole","Seller_17","Smartphone",196.67,2,35,"F","Card",393.34
2023-02-23,"Marseille Vieux-Port","Seller_1","Tablet",500.45,2,40,"M","Check",1000.9
2024-07-22,"Marseille Vieux-Port","Seller_20","Laptop",663.91,3,42,"F","Card",1991.73
2024-05-01,"Marseille Vieux-Port","Seller_21","Smartphone",1271.89,1,32,"M","Card",1271.89
2023-05-31,"Toulouse Capitole","Seller_23","Earbuds",1246.49,4,57,"M","Check",4985.96
2024-10-24,"Marseille Vieux-Port","Seller_16","Earbuds",1445.02,3,37,"M","Card",4335.06
2023-09-11,"Paris Centre","Seller_17","Tablet",668.93,1,52,NA,"Card",668.93
2023-11-01,"Nice Promenade","Seller_11","Laptop",391.04,1,29,"M","Check",391.04
2024-02-01,"Nice Promenade","Seller_9","Earbuds",1228.75,1,38,"F","Card",1228.75
2024-06-11,"Nice Promenade","Seller_23","Tablet",573.85,1,25,NA,"Card",573.85
2024-03-14,"Marseille Vieux-Port","Seller_11","Smartphone",584.03,2,37,"M","Card",1168.06
2023-04-30,"Paris Centre","Seller_2","Earbuds",799.27,1,48,"F","Cash",799.27
2024-03-26,"Lyon Part-Dieu","Seller_24","Accessories",376.06,1,46,"M","Card",376.06
2023-02-03,"Marseille Vieux-Port","Seller_9","Laptop",1203.52,2,26,"M","Card",2407.04
2023-11-30,"Lyon Part-Dieu","Seller_1","Smartphone",1086.16,1,37,"F","Check",1086.16
2024-12-23,"Toulouse Capitole","Seller_5","Tablet",967.88,2,21,"F","Card",1935.76
2023-03-02,"Lyon Part-Dieu","Seller_1","Earbuds",591.91,1,34,"M","Card",591.91
2024-09-02,"Marseille Vieux-Port","Seller_7","Laptop",1288.03,2,48,"M","Card",2576.06
2023-10-18,"Toulouse Capitole","Seller_14","Tablet",1245.11,1,24,"M","Cash",1245.11
2024-03-28,"Lyon Part-Dieu","Seller_10","Earbuds",417.4,1,36,"M","Card",417.4
2023-01-01,"Paris Centre","Seller_3","Smartphone",651.31,1,54,"F","Card",651.31
2023-10-30,"Marseille Vieux-Port","Seller_20","Laptop",656.16,1,32,"F","Cash",656.16
2024-07-13,"Paris Centre","Seller_3","Earbuds",1450.98,1,47,"M","Card",1450.98
2023-09-19,"Toulouse Capitole","Seller_12","Smartphone",813.84,1,16,"F","Card",813.84
2023-11-20,"Marseille Vieux-Port","Seller_4","Laptop",1196.47,2,45,"F","Card",2392.94
2023-01-25,"Paris Centre","Seller_8","Earbuds",963.48,1,16,"F","Card",963.48
2024-10-17,"Lyon Part-Dieu","Seller_21","Laptop",912.75,3,22,"M","Card",2738.25
2023-01-14,"Nice Promenade","Seller_15","Earbuds",79.33,1,43,NA,"Card",79.33
2023-10-26,"Marseille Vieux-Port","Seller_24","Tablet",936.28,2,40,NA,"Cash",1872.56
2023-06-07,"Toulouse Capitole","Seller_14","Laptop",1127.77,1,16,NA,"Card",1127.77
2024-05-26,"Nice Promenade","Seller_13","Smartphone",867.05,2,42,"M","Card",1734.1
2023-12-23,"Toulouse Capitole","Seller_24","Smartphone",495.54,3,57,"M","",1486.62
2024-03-12,"Paris Centre","Seller_3","Accessories",203.58,1,21,"F","Card",203.58
2023-02-27,"Nice Promenade","Seller_16","Laptop",804.3,2,67,"M","Card",1608.6
2023-05-21,"Paris Centre","Seller_24","Laptop",1089.06,1,28,"M","Card",1089.06
2023-08-27,"Toulouse Capitole","Seller_17","Laptop",513.14,1,21,"F","Card",513.14
2024-12-22,"Lyon Part-Dieu","Seller_21","Tablet",336.6,1,32,"M","Card",336.6
2023-06-16,"Nice Promenade","Seller_10","Tablet",392.19,4,16,"M","Card",1568.76
2023-03-09,"Nice Promenade","Seller_16","Tablet",70.58,1,55,"F","Card",70.58
2023-06-12,"Toulouse Capitole","Seller_8","Smartphone",1387.11,2,21,"F","Cash",2774.22
2023-02-25,"Nice Promenade","Seller_19","Laptop",331.75,1,30,"M","Card",331.75
2024-07-09,"Nice Promenade","Seller_19","Smartphone",176.95,2,36,"F","Check",353.9
2024-12-15,"Paris Centre","Seller_22","Laptop",1483.58,4,35,"M","Check",5934.32
2024-06-22,"Lyon Part-Dieu","Seller_2","Smartphone",797.79,1,38,"F","Cash",797.79
2024-05-22,"Toulouse Capitole","Seller_20","Tablet",235.09,4,38,"M","Card",940.36
2024-07-15,"Marseille Vieux-Port","Seller_7","Earbuds",936.39,1,29,"F","Card",936.39
2024-07-18,"Paris Centre","Seller_7","Earbuds",783.35,1,46,NA,"Check",783.35
2023-12-07,"Toulouse Capitole","Seller_13","Earbuds",864.56,1,23,"M","",864.56
2023-02-16,"Nice Promenade","Seller_21","Smartphone",158.43,3,44,"M","Card",475.29
2023-01-25,"Lyon Part-Dieu","Seller_15","Laptop",1246.5,3,40,NA,"Card",3739.5
2024-11-19,"Nice Promenade","Seller_22","Laptop",830.86,3,39,"M","Cash",2492.58
2023-01-05,"Toulouse Capitole","Seller_17","Smartphone",1470.88,1,40,"M","Cash",1470.88
2024-07-16,"Marseille Vieux-Port","Seller_8","Laptop",849.32,1,47,"F","Card",849.32
2024-01-16,"Nice Promenade","Seller_2","Smartphone",1399.8,1,16,NA,"Card",1399.8
2024-04-10,"Nice Promenade","Seller_17","Laptop",634.33,1,54,"M","Card",634.33
2024-11-05,"Nice Promenade","Seller_21","Earbuds",753.56,1,34,"M","",753.56
2024-07-27,"Toulouse Capitole","Seller_6","Smartphone",1382.35,1,19,"M","Card",1382.35
2023-06-29,"Marseille Vieux-Port","Seller_13","Laptop",1111.57,1,35,"F","Card",1111.57
2023-01-21,"Lyon Part-Dieu","Seller_11","Laptop",NA,1,42,NA,"Card",NA
2024-05-10,"Marseille Vieux-Port","Seller_10","Smartphone",505.5,1,37,"M","Card",505.5
2024-05-03,"Nice Promenade","Seller_24","Accessories",616.36,3,26,"F","",1849.08
2024-12-21,"Marseille Vieux-Port","Seller_16","Smartphone",547.72,1,32,"F","Cash",547.72
2023-10-20,"Paris Centre","Seller_5","Earbuds",1447.34,1,22,"M","Card",1447.34
2024-05-01,"Marseille Vieux-Port","Seller_23","Smartphone",763.3,1,49,"F","Card",763.3
2023-12-26,"Paris Centre","Seller_10","Smartphone",1464.46,2,35,"F","Cash",2928.92
2023-09-07,"Toulouse Capitole","Seller_3","Smartwatch",772.87,2,50,"F","Cash",1545.74
2023-08-13,"Toulouse Capitole","Seller_13","Smartphone",1411.12,1,31,"F","Card",1411.12
2023-11-06,"Nice Promenade","Seller_14","Laptop",1443.76,1,23,"M","Card",1443.76
2024-08-18,"Nice Promenade","Seller_8","Tablet",895.5,1,40,NA,"Card",895.5
2023-05-08,"Lyon Part-Dieu","Seller_20","Smartphone",1058.13,1,37,"F","Card",1058.13
2023-10-17,"Nice Promenade","Seller_14","Laptop",1002.85,3,31,"M","Check",3008.55
2023-03-14,"Toulouse Capitole","Seller_15","Accessories",1136.89,4,34,"M","Cash",4547.56
2024-09-14,"Marseille Vieux-Port","Seller_3","Earbuds",1226.17,2,50,"F","Card",2452.34
2023-03-05,"Paris Centre","Seller_7","Tablet",999.93,3,45,NA,"Check",2999.79
2024-02-25,"Marseille Vieux-Port","Seller_2","Earbuds",868.22,1,49,"M","Cash",868.22
2024-06-21,"Lyon Part-Dieu","Seller_1","Smartphone",1335.94,1,33,"F","Check",1335.94
2024-01-21,"Toulouse Capitole","Seller_24","Smartwatch",115.42,1,35,"F","Card",115.42
2023-06-26,"Lyon Part-Dieu","Seller_18","Earbuds",822.86,1,53,NA,"Card",822.86
2024-02-15,"Lyon Part-Dieu","Seller_24","Earbuds",143.27,2,30,"M","Cash",286.54
2024-04-20,"Nice Promenade","Seller_4","Laptop",631.53,1,32,"F","Card",631.53
2023-09-06,"Lyon Part-Dieu","Seller_24","Earbuds",1477.73,1,41,"F","Card",1477.73
2024-08-14,"Nice Promenade","Seller_22","Smartwatch",450.73,1,43,"M","Cash",450.73
2024-12-03,"Marseille Vieux-Port","Seller_4","Earbuds",589.64,1,18,"F","Card",589.64
2023-05-27,"Nice Promenade","Seller_24","Tablet",163.4,2,43,"F","Card",326.8
2023-10-29,"Toulouse Capitole","Seller_8","Laptop",406.2,1,44,"F","Cash",406.2
2023-02-20,"Toulouse Capitole","Seller_2","Earbuds",1424.36,2,49,"M","Card",2848.72
2024-03-16,"Marseille Vieux-Port","Seller_12","Laptop",614.34,1,47,"F","Check",614.34
2023-09-13,"Nice Promenade","Seller_15","Tablet",921.81,3,16,"M","Card",2765.43
2023-10-10,"Lyon Part-Dieu","Seller_3","Earbuds",996.81,3,39,"M","Card",2990.43
2023-10-26,"Toulouse Capitole","Seller_12","Smartphone",915.61,1,37,"M","Card",915.61
2023-03-27,"Nice Promenade","Seller_9","Laptop",987.6,3,28,NA,"Card",2962.8
2023-06-21,"Marseille Vieux-Port","Seller_4","Laptop",445.48,1,33,"M","Cash",445.48
2023-01-17,"Paris Centre","Seller_13","Laptop",471.83,5,37,"F","Card",2359.15
2024-10-13,"Toulouse Capitole","Seller_15","Smartphone",635.92,2,40,"F","Cash",1271.84
2024-03-11,"Lyon Part-Dieu","Seller_3","Smartphone",935.18,4,28,"F","Card",3740.72
2023-11-30,"Nice Promenade","Seller_4","Laptop",1242.84,2,26,"F","Cash",2485.68
2024-08-31,"Nice Promenade","Seller_23","Earbuds",1177.68,2,27,"M","Card",2355.36
2023-04-05,"Nice Promenade","Seller_4","Earbuds",1147.97,1,16,NA,"Check",1147.97
2023-06-29,"Paris Centre","Seller_12","Earbuds",622.67,2,37,"M","Card",1245.34
2024-07-24,"Toulouse Capitole","Seller_1","Laptop",877.84,2,47,"M","",1755.68
2023-02-02,"Toulouse Capitole","Seller_21","Earbuds",1273.94,2,33,"M","Cash",2547.88
2023-09-16,"Nice Promenade","Seller_15","Tablet",1425.73,1,33,"F","Cash",1425.73
2023-05-12,"Lyon Part-Dieu","Seller_15","Smartphone",435.18,2,56,"F","Card",870.36
2024-08-01,"Nice Promenade","Seller_11","Laptop",NA,1,65,"F","Card",NA
2023-08-15,"Paris Centre","Seller_3","Tablet",776.44,1,67,"F","Card",776.44
2023-11-26,"Paris Centre","Seller_8","Smartwatch",1341.85,2,37,"F","Card",2683.7
2024-08-15,"Toulouse Capitole","Seller_17","Earbuds",759.76,1,70,"M","Cash",759.76
2023-06-09,"Marseille Vieux-Port","Seller_12","Smartphone",1141.41,1,33,"M","Card",1141.41
2023-03-16,"Toulouse Capitole","Seller_22","Laptop",197.17,3,37,NA,"Card",591.51
2024-06-09,"Nice Promenade","Seller_7","Accessories",888.5,1,16,"F","Card",888.5
2024-01-22,"Paris Centre","Seller_14","Earbuds",877.04,2,29,NA,"Card",1754.08
2024-01-14,"Paris Centre","Seller_17","Accessories",904.55,1,57,"M","Card",904.55
2023-01-29,"Paris Centre","Seller_21","Smartphone",478.94,1,43,"F","Card",478.94
2024-10-31,"Nice Promenade","Seller_7","Laptop",1180.93,1,78,"M","Card",1180.93
2024-05-31,"Marseille Vieux-Port","Seller_21","Smartphone",614.19,1,28,"M","Card",614.19
2023-05-24,"Marseille Vieux-Port","Seller_23","Laptop",992.8,1,43,"M","Check",992.8
2024-03-26,"Marseille Vieux-Port","Seller_7","Smartphone",239.37,1,43,"F","Card",239.37
2023-11-06,"Toulouse Capitole","Seller_25","Smartwatch",867.56,2,46,"F","Card",1735.12
2024-12-24,"Marseille Vieux-Port","Seller_8","Accessories",155.07,2,38,"F","Card",310.14
2023-09-09,"Toulouse Capitole","Seller_2","Laptop",388.16,1,45,"F","Card",388.16
2024-02-18,"Nice Promenade","Seller_8","Smartphone",535.97,2,57,"F","Card",1071.94
2024-11-20,"Marseille Vieux-Port","Seller_3","Laptop",857.75,1,22,"F","Cash",857.75
2024-07-18,"Lyon Part-Dieu","Seller_9","Laptop",512.17,2,32,"F","Check",1024.34
2023-11-11,"Nice Promenade","Seller_15","Tablet",1236.96,2,28,"M","Cash",2473.92
2024-02-28,"Toulouse Capitole","Seller_11","Earbuds",1367.08,3,49,"M","Check",4101.24
2024-12-24,"Marseille Vieux-Port","Seller_8","Smartphone",147.98,4,47,"M","Card",591.92
2024-08-18,"Lyon Part-Dieu","Seller_20","Laptop",682.8,2,33,"M","Card",1365.6
2024-09-07,"Paris Centre","Seller_3","Smartphone",1485.98,1,35,"F","Card",1485.98
2024-08-25,"Toulouse Capitole","Seller_2","Smartphone",758.03,1,48,"M","Card",758.03
2024-02-14,"Toulouse Capitole","Seller_20","Smartphone",800.15,1,44,"F","Card",800.15
2024-02-05,"Marseille Vieux-Port","Seller_15","Laptop",391.07,1,35,"M","Card",391.07
2024-06-30,"Marseille Vieux-Port","Seller_17","Laptop",1463.87,4,32,"M","Card",5855.48
2023-02-23,"Lyon Part-Dieu","Seller_23","Laptop",388.64,2,23,"F","Card",777.28
2023-06-22,"Toulouse Capitole","Seller_15","Smartphone",996.1,1,30,"M","Card",996.1
2023-03-23,"Toulouse Capitole","Seller_19","Smartphone",950.27,1,37,"F","Check",950.27
2023-07-04,"Marseille Vieux-Port","Seller_8","Tablet",878.93,3,16,"F","Card",2636.79
2024-11-16,"Nice Promenade","Seller_9","Smartphone",405.11,1,16,"M","Check",405.11
2023-08-24,"Marseille Vieux-Port","Seller_11","Laptop",1498.11,2,24,NA,"Cash",2996.22
2023-01-12,"Marseille Vieux-Port","Seller_24","Smartphone",1386.22,2,20,"F","Cash",2772.44
2023-05-14,"Nice Promenade","Seller_15","Smartphone",1063.69,1,55,"M","Card",1063.69
2024-09-27,"Lyon Part-Dieu","Seller_25","Smartphone",1450.49,2,51,"F","Card",2900.98
2024-06-22,"Marseille Vieux-Port","Seller_11","Earbuds",486.47,1,44,NA,"Card",486.47
2023-03-07,"Nice Promenade","Seller_6","Laptop",891.12,1,45,"M","",891.12
2023-04-20,"Toulouse Capitole","Seller_19","Laptop",416.42,3,16,"F","Card",1249.26
2024-04-27,"Nice Promenade","Seller_2","Earbuds",531.23,1,41,"F","Card",531.23
2023-06-08,"Lyon Part-Dieu","Seller_8","Smartphone",201.95,1,57,"M","",201.95
2024-05-05,"Toulouse Capitole","Seller_1","Earbuds",1480.61,2,27,"M","Card",2961.22
2024-02-25,"Lyon Part-Dieu","Seller_24","Tablet",119.96,3,44,"M","Card",359.88
2024-07-28,"Paris Centre","Seller_10","Smartphone",1373.61,2,31,"M","Card",2747.22
2023-06-10,"Marseille Vieux-Port","Seller_21","Laptop",698.18,2,22,"F","",1396.36
2023-08-01,"Nice Promenade","Seller_18","Smartphone",1384.47,1,48,"F","Card",1384.47
2023-02-03,"Toulouse Capitole","Seller_7","Smartwatch",1025.13,2,16,"F","Card",2050.26
2023-05-15,"Marseille Vieux-Port","Seller_15","Earbuds",496.37,2,50,"M","Cash",992.74
2024-09-22,"Lyon Part-Dieu","Seller_13","Smartwatch",349.72,1,61,"F","Card",349.72
2023-11-23,"Nice Promenade","Seller_5","Smartphone",1228.7,1,33,"M","Check",1228.7
2023-12-28,"Lyon Part-Dieu","Seller_19","Laptop",937.89,1,36,NA,"Check",937.89
2024-04-01,"Toulouse Capitole","Seller_3","Smartwatch",911.03,3,65,"F","Check",2733.09
2024-07-29,"Toulouse Capitole","Seller_2","Smartphone",1307.72,1,22,"M","Card",1307.72
2023-01-23,"Paris Centre","Seller_13","Laptop",521.72,1,29,"M","Card",521.72
2024-02-09,"Toulouse Capitole","Seller_14","Tablet",129.64,2,16,"M","Check",259.28
2024-05-04,"Nice Promenade","Seller_7","Earbuds",1459.16,2,19,"F","Card",2918.32
2023-07-04,"Marseille Vieux-Port","Seller_3","Laptop",991.57,1,43,"F","Card",991.57
2024-03-14,"Lyon Part-Dieu","Seller_4","Smartphone",1016.68,1,24,"M","Cash",1016.68
2024-12-04,"Marseille Vieux-Port","Seller_5","Tablet",1131.15,2,55,"F","Card",2262.3
2023-10-02,"Marseille Vieux-Port","Seller_23","Smartphone",380.38,1,31,"M","Check",380.38
2024-08-03,"Toulouse Capitole","Seller_14","Earbuds",213.52,1,33,"M","Card",213.52
2023-06-01,"Toulouse Capitole","Seller_10","Laptop",653.97,2,27,"F","Card",1307.94
2023-06-15,"Lyon Part-Dieu","Seller_23","Smartphone",359.38,2,37,"F","Card",718.76
2023-01-17,"Nice Promenade","Seller_9","Tablet",1196.23,1,53,"F","Card",1196.23
2024-03-29,"Marseille Vieux-Port","Seller_3","Earbuds",493.19,1,35,"M","Card",493.19
2023-06-22,"Lyon Part-Dieu","Seller_8","Earbuds",1178.1,4,50,"F","Card",4712.4
2024-01-03,"Toulouse Capitole","Seller_23","Tablet",768.97,2,28,"F","Card",1537.94
2023-08-06,"Paris Centre","Seller_3","Tablet",204.6,1,59,"M","Card",204.6
2023-11-02,"Nice Promenade","Seller_16","Tablet",1047.37,1,33,"F","Card",1047.37
2023-09-01,"Nice Promenade","Seller_12","Earbuds",1260.34,1,39,"M","Cash",1260.34
2023-02-18,"Paris Centre","Seller_17","Laptop",307.22,1,41,"F","Card",307.22
2023-08-26,"Paris Centre","Seller_25","Smartphone",1438.93,2,35,"F","",2877.86
2024-09-24,"Marseille Vieux-Port","Seller_8","Tablet",943.74,1,21,NA,"Card",943.74
2024-10-27,"Nice Promenade","Seller_8","Laptop",1483.4,1,29,"F","Card",1483.4
2023-04-30,"Marseille Vieux-Port","Seller_23","Smartphone",367.63,2,45,"M","Card",735.26
2023-07-09,"Toulouse Capitole","Seller_24","Smartphone",280.15,1,16,"M","Card",280.15
2024-04-15,"Lyon Part-Dieu","Seller_6","Laptop",904.45,2,42,"F","",1808.9
2024-05-27,"Lyon Part-Dieu","Seller_3","Smartwatch",705.39,3,61,"F","",2116.17
2024-08-26,"Marseille Vieux-Port","Seller_16","Accessories",620.63,1,37,"M","Card",620.63
2024-10-04,"Lyon Part-Dieu","Seller_21","Tablet",1284.95,3,49,NA,"Cash",3854.85
2024-04-14,"Paris Centre","Seller_24","Laptop",498.24,4,19,"F","Card",1992.96
2023-05-03,"Toulouse Capitole","Seller_18","Tablet",1317.61,1,21,"M","",1317.61
2023-12-16,"Lyon Part-Dieu","Seller_8","Tablet",1140.46,1,46,"M","",1140.46
2023-03-19,"Nice Promenade","Seller_22","Smartphone",428.47,1,43,"F","Card",428.47
2023-10-21,"Paris Centre","Seller_9","Tablet",70.53,2,34,"F","Card",141.06
